distance_km,time_of_day,day_of_week,traffic_level,weather,area_type,driver_response_time_mins,available_ambulances_nearby,delay_minutes,delay_risk
22.15,3,2,Low,Snow,Suburban,4.4,3,36.5,Severe Delay
29.04,10,1,Medium,Rain,Rural,3.5,3,34.9,Severe Delay
7.5,12,4,Medium,Rain,Urban,4.3,3,18.9,Severe Delay
20.23,8,0,Medium,Clear,Urban,2.6,4,59.8,Severe Delay
22.51,3,1,Medium,Clear,Urban,3.7,1,37.1,Severe Delay
25.6,11,3,Medium,Clear,Urban,4.9,1,41.1,Severe Delay
13.26,8,2,Medium,Clear,Suburban,1.2,0,56.9,Severe Delay
9.78,12,2,Low,Fog,Urban,4.7,1,19.0,Severe Delay
10.43,15,4,Low,Clear,Urban,2.9,0,15.1,Severe Delay
21.67,5,0,Low,Snow,Urban,3.4,0,95.2,Severe Delay
24.69,9,3,Medium,Clear,Suburban,4.5,4,56.0,Severe Delay
6.27,12,5,High,Rain,Urban,2.3,1,37.8,Severe Delay
11.76,6,4,Medium,Clear,Urban,2.4,1,16.7,Severe Delay
27.16,18,5,Low,Clear,Suburban,2.9,4,21.9,Severe Delay
24.39,23,4,Medium,Snow,Suburban,0.6,4,79.3,Severe Delay
29.56,18,0,High,Clear,Urban,2.7,1,189.8,Severe Delay
22.87,16,3,High,Clear,Suburban,1.8,1,67.7,Severe Delay
12.4,12,0,Medium,Clear,Urban,4.7,0,41.7,Severe Delay
18.13,12,2,High,Clear,Rural,0.9,2,34.0,Severe Delay
20.17,20,5,Low,Clear,Urban,2.6,0,34.7,Severe Delay
3.28,1,1,Low,Rain,Rural,4.8,3,0.8,No Delay
16.79,9,6,Low,Clear,Rural,4.6,3,6.0,Moderate Delay
21.57,21,2,Medium,Clear,Suburban,3.7,2,21.4,Severe Delay
5.85,12,2,Low,Clear,Urban,3.2,4,4.7,Moderate Delay
23.64,8,5,Medium,Fog,Suburban,1.8,3,97.9,Severe Delay
17.93,0,4,Medium,Rain,Urban,2.2,4,48.1,Severe Delay
28.61,13,2,Low,Clear,Rural,0.9,4,0.0,No Delay
2.23,15,6,High,Clear,Suburban,4.0,0,8.3,Moderate Delay
8.69,19,3,Low,Clear,Rural,2.0,4,2.3,No Delay
18.45,14,2,Low,Rain,Suburban,3.5,2,12.2,Severe Delay
9.6,0,3,Medium,Rain,Suburban,2.1,0,36.2,Severe Delay
21.72,16,0,Low,Snow,Suburban,2.6,2,36.7,Severe Delay
23.01,23,4,Medium,Clear,Urban,3.0,4,38.8,Severe Delay
3.97,12,3,High,Clear,Urban,4.1,3,14.6,Severe Delay
15.9,14,2,High,Clear,Suburban,1.5,4,46.9,Severe Delay
15.76,15,4,High,Clear,Rural,2.3,2,29.2,Severe Delay
11.71,15,6,Low,Clear,Suburban,1.1,1,0.6,No Delay
28.05,1,4,Medium,Clear,Rural,0.8,1,11.6,Severe Delay
25.0,16,3,Low,Rain,Rural,3.2,3,2.0,No Delay
21.22,10,3,Low,Clear,Suburban,1.4,2,0.2,No Delay
21.72,7,1,Low,Fog,Urban,0.8,3,64.3,Severe Delay
14.39,19,1,Low,Clear,Suburban,4.5,0,28.8,Severe Delay
27.71,2,4,High,Snow,Urban,2.9,4,244.7,Severe Delay
21.14,11,5,Low,Snow,Urban,1.1,0,94.3,Severe Delay
22.14,19,5,Medium,Snow,Urban,0.7,1,154.5,Severe Delay
25.99,15,1,Medium,Rain,Rural,1.0,4,27.7,Severe Delay
8.95,13,2,Medium,Fog,Urban,2.6,0,56.4,Severe Delay
24.41,15,0,High,Clear,Suburban,3.5,1,75.0,Severe Delay
6.66,20,4,Low,Clear,Rural,3.4,0,4.0,Moderate Delay
11.01,16,0,Medium,Rain,Suburban,1.1,4,20.8,Severe Delay
10.73,10,1,Medium,Rain,Suburban,3.4,0,39.9,Severe Delay
29.38,16,3,Low,Snow,Suburban,2.3,4,49.7,Severe Delay
25.84,18,6,Medium,Clear,Urban,2.6,0,143.0,Severe Delay
21.33,21,4,High,Clear,Urban,4.1,3,85.9,Severe Delay
22.08,0,1,Low,Rain,Rural,2.0,0,23.0,Severe Delay
17.3,11,2,Low,Snow,Urban,1.2,0,77.0,Severe Delay
28.47,14,6,Low,Clear,Suburban,4.4,3,0.0,No Delay
15.39,17,4,Medium,Clear,Suburban,1.5,1,32.6,Severe Delay
12.04,22,4,Medium,Clear,Urban,1.8,4,16.2,Severe Delay
5.73,13,5,Medium,Clear,Rural,3.7,2,2.7,No Delay
23.8,0,3,Medium,Clear,Suburban,3.6,1,22.6,Severe Delay
22.3,12,4,High,Clear,Urban,4.1,4,88.6,Severe Delay
12.15,14,3,Medium,Fog,Rural,1.3,0,45.6,Severe Delay
1.73,6,1,High,Clear,Suburban,2.1,1,3.1,Moderate Delay
25.33,14,2,High,Clear,Urban,1.1,0,177.6,Severe Delay
1.33,19,6,Medium,Rain,Suburban,2.9,1,5.0,Moderate Delay
21.41,9,6,Medium,Snow,Urban,1.8,1,149.5,Severe Delay
29.14,13,2,High,Snow,Suburban,3.6,2,206.2,Severe Delay
13.69,5,4,High,Clear,Urban,0.5,3,58.1,Severe Delay
7.81,13,4,Low,Snow,Suburban,0.8,1,14.9,Severe Delay
21.44,23,1,Low,Clear,Suburban,2.4,0,19.5,Severe Delay
24.7,21,5,High,Rain,Rural,4.8,2,77.6,Severe Delay
16.85,11,5,Low,Rain,Suburban,4.5,1,6.1,Moderate Delay
29.04,10,5,High,Clear,Urban,5.0,3,115.8,Severe Delay
2.5,19,3,Low,Clear,Rural,2.4,0,3.2,Moderate Delay
15.64,21,5,Low,Clear,Suburban,0.7,2,1.6,No Delay
21.84,23,2,Low,Fog,Suburban,1.9,4,25.4,Severe Delay
26.02,18,6,Low,Clear,Urban,3.5,3,32.9,Severe Delay
6.2,1,6,Low,Rain,Rural,1.1,4,0.8,No Delay
24.2,21,3,Medium,Clear,Rural,1.8,4,9.2,Moderate Delay
17.03,19,1,Medium,Clear,Suburban,0.8,2,37.2,Severe Delay
12.5,0,2,High,Snow,Rural,2.6,2,68.1,Severe Delay
4.82,7,6,Medium,Rain,Urban,1.4,2,22.1,Severe Delay
26.09,13,2,Medium,Snow,Rural,0.9,4,61.6,Severe Delay
5.56,8,6,Medium,Clear,Urban,2.4,0,31.9,Severe Delay
9.98,1,0,Medium,Clear,Urban,2.1,2,16.4,Severe Delay
9.41,22,1,Medium,Clear,Suburban,2.9,3,7.9,Moderate Delay
26.27,4,1,Low,Clear,Suburban,3.9,2,3.7,Moderate Delay
20.51,22,0,Low,Clear,Urban,1.0,2,8.1,Moderate Delay
24.1,7,3,Low,Rain,Urban,4.1,2,58.1,Severe Delay
8.26,15,6,Low,Clear,Urban,0.6,4,3.8,Moderate Delay
19.12,21,6,Medium,Clear,Urban,2.5,0,60.8,Severe Delay
17.58,15,6,Low,Clear,Urban,3.1,2,4.9,Moderate Delay
25.15,12,5,High,Clear,Urban,4.8,4,100.8,Severe Delay
27.28,19,5,High,Rain,Urban,3.1,3,241.6,Severe Delay
1.35,14,5,High,Clear,Rural,1.2,0,6.2,Moderate Delay
20.55,0,5,High,Clear,Suburban,2.8,4,59.8,Severe Delay
2.5,21,5,Low,Clear,Urban,2.3,1,1.0,No Delay
16.92,2,0,Medium,Snow,Rural,2.7,3,35.8,Severe Delay
9.34,5,1,Low,Snow,Suburban,1.4,3,16.6,Severe Delay
9.9,21,3,High,Rain,Urban,2.8,1,58.3,Severe Delay
11.24,13,2,High,Clear,Urban,1.2,4,46.0,Severe Delay
19.02,3,5,High,Clear,Urban,3.8,4,75.9,Severe Delay
10.69,17,0,Medium,Rain,Urban,3.2,3,47.3,Severe Delay
22.25,14,6,Medium,Snow,Urban,0.9,4,102.8,Severe Delay
12.73,8,3,Low,Snow,Suburban,4.5,1,42.0,Severe Delay
2.98,17,3,Low,Fog,Suburban,3.3,4,6.4,Moderate Delay
23.73,2,3,Medium,Clear,Suburban,1.9,3,22.6,Severe Delay
9.29,9,0,Medium,Snow,Urban,0.7,4,62.2,Severe Delay
13.55,16,2,High,Rain,Suburban,3.3,0,105.5,Severe Delay
20.88,6,5,Low,Fog,Suburban,2.2,1,19.5,Severe Delay
10.64,14,3,High,Clear,Rural,4.6,1,20.3,Severe Delay
2.64,0,0,Medium,Clear,Urban,0.7,2,6.2,Moderate Delay
11.84,10,6,High,Clear,Rural,0.7,4,21.8,Severe Delay
28.39,16,1,High,Clear,Rural,4.8,1,60.6,Severe Delay
19.61,4,6,High,Clear,Suburban,4.8,4,56.8,Severe Delay
20.47,6,0,Low,Fog,Suburban,0.6,0,47.1,Severe Delay
19.34,18,0,High,Clear,Urban,3.7,3,122.5,Severe Delay
6.77,23,0,Low,Clear,Rural,1.5,3,0.0,No Delay
13.13,14,3,Low,Clear,Urban,3.7,2,5.5,Moderate Delay
22.78,2,0,Medium,Clear,Suburban,4.4,2,23.1,Severe Delay
3.94,14,1,High,Snow,Urban,1.0,1,34.1,Severe Delay
9.06,4,3,Medium,Clear,Urban,1.6,1,13.5,Severe Delay
9.01,22,6,High,Clear,Suburban,0.6,1,24.6,Severe Delay
13.53,11,1,Medium,Snow,Rural,0.7,0,60.9,Severe Delay
29.43,19,4,Low,Fog,Urban,0.6,2,91.6,Severe Delay
2.96,4,6,High,Clear,Rural,4.1,2,5.9,Moderate Delay
16.04,2,0,Low,Rain,Suburban,1.8,3,8.1,Moderate Delay
6.2,8,5,High,Rain,Urban,2.7,2,55.6,Severe Delay
29.15,8,5,Low,Rain,Urban,4.0,2,72.0,Severe Delay
4.29,6,3,Medium,Clear,Suburban,2.7,0,10.3,Severe Delay
12.7,1,5,Medium,Snow,Urban,2.4,1,54.4,Severe Delay
22.4,22,6,Low,Clear,Urban,0.6,0,36.3,Severe Delay
21.43,22,3,Low,Clear,Urban,3.1,4,9.8,Moderate Delay
13.26,20,6,Low,Clear,Urban,1.1,3,7.0,Moderate Delay
11.05,15,0,Low,Clear,Suburban,3.9,3,1.4,No Delay
12.53,8,2,Low,Snow,Urban,1.7,3,51.1,Severe Delay
8.66,12,2,Medium,Clear,Urban,3.5,1,12.2,Severe Delay
6.95,18,1,Medium,Clear,Urban,3.4,1,19.2,Severe Delay
15.01,19,0,Medium,Clear,Urban,3.3,1,45.0,Severe Delay
8.79,16,5,High,Clear,Urban,1.7,3,36.4,Severe Delay
9.34,5,0,Medium,Snow,Suburban,1.7,3,30.5,Severe Delay
20.05,3,4,Medium,Clear,Suburban,4.4,3,19.1,Severe Delay
29.09,0,2,Medium,Rain,Urban,0.6,4,76.2,Severe Delay
18.51,17,5,Medium,Rain,Urban,1.3,4,87.4,Severe Delay
3.23,18,6,Medium,Rain,Urban,3.2,3,14.3,Severe Delay
3.19,8,6,Low,Rain,Urban,4.2,1,8.9,Moderate Delay
28.59,12,2,High,Clear,Suburban,2.1,1,88.9,Severe Delay
9.62,7,0,Medium,Fog,Urban,3.4,4,51.6,Severe Delay
3.67,22,5,Low,Rain,Urban,3.0,4,5.6,Moderate Delay
18.37,12,1,Medium,Rain,Suburban,0.8,3,34.7,Severe Delay
19.09,14,6,Low,Snow,Urban,3.3,3,47.1,Severe Delay
19.81,10,0,Low,Fog,Suburban,4.2,1,18.2,Severe Delay
8.75,11,1,Low,Fog,Suburban,5.0,2,9.2,Moderate Delay
1.44,13,5,Medium,Snow,Urban,0.6,1,7.7,Moderate Delay
28.99,3,2,Medium,Clear,Suburban,3.5,1,27.6,Severe Delay
8.28,0,4,High,Clear,Suburban,2.4,3,24.4,Severe Delay
20.6,23,3,Low,Clear,Urban,0.5,2,8.0,Moderate Delay
21.49,3,2,Medium,Clear,Suburban,3.3,2,23.7,Severe Delay
18.69,18,1,Medium,Fog,Rural,1.1,3,61.3,Severe Delay
10.07,8,0,Low,Rain,Rural,2.2,0,27.0,Severe Delay
8.86,9,6,Medium,Rain,Suburban,1.7,3,33.5,Severe Delay
18.33,3,5,Low,Snow,Rural,2.1,4,7.8,Moderate Delay
26.12,19,2,Low,Clear,Urban,2.7,2,35.8,Severe Delay
28.46,8,6,Medium,Rain,Suburban,2.1,3,98.6,Severe Delay
4.07,12,6,Medium,Clear,Urban,3.0,1,8.1,Moderate Delay
5.49,11,4,Low,Clear,Urban,1.6,1,0.0,No Delay
28.4,10,5,Low,Clear,Suburban,3.4,1,1.5,No Delay
22.36,11,1,Low,Fog,Suburban,4.3,3,18.2,Severe Delay
26.61,17,5,Low,Clear,Urban,1.5,0,82.9,Severe Delay
6.88,11,5,Low,Fog,Suburban,2.8,4,3.6,Moderate Delay
18.04,15,0,Low,Clear,Urban,3.4,1,9.7,Moderate Delay
21.33,4,3,Medium,Clear,Urban,3.0,3,36.5,Severe Delay
20.72,19,6,Medium,Clear,Urban,2.1,0,114.5,Severe Delay
12.84,11,1,Medium,Clear,Urban,3.4,2,21.4,Severe Delay
1.45,20,0,Medium,Snow,Urban,0.6,2,6.5,Moderate Delay
17.9,10,6,Low,Clear,Suburban,2.2,4,0.0,No Delay
8.34,8,3,Low,Snow,Urban,2.9,3,34.9,Severe Delay
14.06,17,0,High,Snow,Urban,0.6,3,186.8,Severe Delay
28.77,2,3,Low,Snow,Suburban,2.8,1,45.4,Severe Delay
12.57,19,3,Low,Clear,Suburban,3.4,0,28.9,Severe Delay
25.35,16,3,Low,Snow,Urban,3.9,4,57.1,Severe Delay
6.47,13,0,Medium,Clear,Urban,1.0,0,23.8,Severe Delay
20.5,0,5,Medium,Clear,Urban,5.0,4,32.8,Severe Delay
29.33,16,3,High,Clear,Suburban,3.2,3,88.0,Severe Delay
3.95,7,5,High,Snow,Rural,2.1,3,32.9,Severe Delay
1.24,4,6,Medium,Clear,Suburban,1.6,4,4.3,Moderate Delay
13.57,4,6,Low,Clear,Urban,3.1,0,22.8,Severe Delay
3.69,8,1,Low,Clear,Suburban,4.5,2,0.8,No Delay
22.7,2,4,Low,Clear,Urban,2.8,2,7.6,Moderate Delay
27.52,18,5,Low,Clear,Urban,3.5,1,37.3,Severe Delay
13.59,22,6,Low,Fog,Urban,2.1,1,22.7,Severe Delay
8.5,8,4,Low,Clear,Suburban,2.2,0,16.4,Severe Delay
13.6,21,3,Low,Snow,Suburban,1.8,3,22.5,Severe Delay
21.98,17,4,Low,Rain,Suburban,3.7,0,77.8,Severe Delay
1.26,15,4,High,Snow,Suburban,2.1,4,7.8,Moderate Delay
18.09,0,3,Medium,Clear,Urban,1.4,2,32.9,Severe Delay
18.79,1,5,High,Rain,Urban,2.2,1,107.5,Severe Delay
19.49,13,3,Low,Clear,Suburban,4.3,0,19.9,Severe Delay
8.02,13,1,Medium,Clear,Suburban,3.8,0,15.9,Severe Delay
21.71,0,2,Low,Fog,Suburban,2.0,4,21.1,Severe Delay
3.65,15,0,Low,Rain,Urban,4.6,3,3.8,Moderate Delay
6.78,14,3,Low,Fog,Suburban,0.8,3,5.9,Moderate Delay
26.45,14,3,High,Rain,Urban,0.7,2,151.9,Severe Delay
22.42,11,4,High,Clear,Suburban,1.1,1,66.2,Severe Delay
1.4,15,1,Low,Rain,Urban,1.0,3,2.8,No Delay
8.2,13,6,Low,Clear,Rural,0.9,3,0.0,No Delay
7.22,23,6,Medium,Clear,Urban,3.5,3,7.8,Moderate Delay
8.85,14,4,Low,Rain,Suburban,3.2,0,15.8,Severe Delay
8.18,22,5,Low,Snow,Suburban,3.4,3,12.8,Severe Delay
2.81,14,3,Low,Clear,Urban,3.6,4,0.0,No Delay
14.31,18,3,Medium,Clear,Urban,3.9,2,43.6,Severe Delay
22.25,7,4,Low,Clear,Suburban,1.4,3,19.0,Severe Delay
18.6,1,3,Low,Clear,Urban,3.3,1,9.4,Moderate Delay
20.51,1,5,Low,Fog,Urban,3.1,0,72.4,Severe Delay
3.35,9,2,Medium,Fog,Rural,4.7,4,7.5,Moderate Delay
28.59,2,0,High,Rain,Suburban,1.5,2,127.1,Severe Delay
25.32,22,0,Low,Fog,Urban,0.8,0,84.3,Severe Delay
24.35,16,0,High,Clear,Suburban,3.4,4,75.1,Severe Delay
24.87,7,2,High,Clear,Suburban,3.8,0,210.1,Severe Delay
28.05,22,3,High,Clear,Rural,1.8,2,56.7,Severe Delay
16.78,3,4,Medium,Fog,Suburban,3.1,2,39.1,Severe Delay
6.81,13,6,Medium,Rain,Rural,0.8,3,6.3,Moderate Delay
18.89,20,1,High,Rain,Urban,4.8,1,107.8,Severe Delay
22.54,9,3,Low,Clear,Suburban,1.0,3,19.4,Severe Delay
22.4,0,2,Medium,Clear,Urban,0.8,0,73.7,Severe Delay
16.12,3,5,High,Snow,Urban,0.7,3,145.4,Severe Delay
2.99,0,2,Medium,Clear,Suburban,2.4,2,3.4,Moderate Delay
11.76,16,6,High,Rain,Urban,0.9,2,66.8,Severe Delay
27.7,16,0,Medium,Clear,Suburban,3.9,2,28.4,Severe Delay
17.95,6,3,High,Clear,Rural,4.5,3,34.3,Severe Delay
16.61,22,6,Medium,Rain,Urban,1.7,4,42.4,Severe Delay
8.8,19,0,Medium,Clear,Urban,3.3,3,28.1,Severe Delay
11.69,14,1,Medium,Rain,Suburban,0.7,3,24.9,Severe Delay
26.97,12,5,High,Rain,Rural,2.2,3,87.1,Severe Delay
20.33,1,0,High,Clear,Suburban,1.8,3,58.5,Severe Delay
23.83,18,1,High,Rain,Suburban,1.5,2,167.6,Severe Delay
14.18,23,2,Medium,Clear,Urban,3.4,1,25.7,Severe Delay
19.28,12,0,Low,Clear,Urban,1.1,3,9.3,Moderate Delay
8.2,23,0,Low,Rain,Suburban,4.4,3,2.7,No Delay
21.46,10,4,High,Clear,Urban,3.5,1,84.4,Severe Delay
13.4,21,5,Medium,Clear,Rural,3.7,3,5.7,Moderate Delay
13.83,14,5,Low,Snow,Urban,4.7,1,31.8,Severe Delay
19.83,9,6,Low,Clear,Suburban,4.7,2,20.0,Severe Delay
28.15,8,2,High,Fog,Suburban,3.0,4,237.8,Severe Delay
2.86,8,4,High,Fog,Suburban,2.7,3,25.5,Severe Delay
24.92,19,6,High,Clear,Suburban,2.0,4,125.2,Severe Delay
9.48,0,1,Medium,Clear,Rural,3.7,3,0.5,No Delay
13.87,16,6,Low,Clear,Rural,2.9,0,0.8,No Delay
1.64,11,1,Low,Clear,Rural,4.7,0,0.0,No Delay
9.73,9,2,Low,Fog,Rural,1.6,2,14.1,Severe Delay
15.58,4,5,High,Rain,Suburban,1.9,4,73.3,Severe Delay
2.63,17,1,Low,Clear,Suburban,1.9,4,0.5,No Delay
15.24,14,2,Medium,Rain,Urban,4.1,1,41.8,Severe Delay
27.89,5,6,Medium,Snow,Urban,0.9,1,124.4,Severe Delay
4.06,6,1,Medium,Clear,Urban,2.6,3,10.0,Moderate Delay
23.17,16,3,High,Rain,Urban,2.4,1,134.3,Severe Delay
12.88,5,0,Low,Rain,Urban,0.8,1,13.5,Severe Delay
20.0,7,6,Medium,Clear,Urban,2.3,4,61.1,Severe Delay
8.55,11,5,Low,Clear,Rural,2.8,0,3.8,Moderate Delay
5.63,20,6,Low,Rain,Rural,0.8,4,3.2,Moderate Delay
5.65,13,3,Medium,Clear,Urban,2.8,1,9.1,Moderate Delay
3.04,11,2,Low,Clear,Urban,4.8,3,2.1,No Delay
6.38,22,2,Medium,Rain,Rural,4.9,0,13.8,Severe Delay
20.26,9,6,Medium,Rain,Rural,2.9,1,45.7,Severe Delay
26.57,21,3,Low,Clear,Rural,2.8,1,0.0,No Delay
24.61,19,6,Low,Clear,Rural,1.8,3,6.1,Moderate Delay
20.87,14,0,Medium,Clear,Rural,5.0,3,6.8,Moderate Delay
4.2,6,0,High,Clear,Urban,1.7,1,17.4,Severe Delay
9.39,8,4,Medium,Clear,Urban,2.5,1,27.5,Severe Delay
9.98,9,1,Medium,Clear,Suburban,0.5,4,25.4,Severe Delay
8.25,9,4,Medium,Clear,Urban,2.1,2,24.7,Severe Delay
15.94,15,0,Medium,Clear,Rural,0.8,3,7.2,Moderate Delay
16.53,6,3,Low,Clear,Suburban,3.8,3,0.0,No Delay
11.35,4,1,Medium,Clear,Suburban,3.0,4,11.2,Severe Delay
11.26,22,3,Medium,Clear,Urban,3.1,0,39.4,Severe Delay
25.03,2,4,Medium,Clear,Suburban,1.8,0,62.9,Severe Delay
23.89,17,2,Medium,Snow,Suburban,4.2,0,222.1,Severe Delay
9.93,10,3,High,Clear,Rural,0.5,3,20.5,Severe Delay
27.5,14,4,Low,Rain,Urban,2.0,2,30.5,Severe Delay
28.63,20,4,High,Snow,Rural,3.5,2,150.0,Severe Delay
10.48,19,4,Medium,Clear,Rural,4.6,4,16.5,Severe Delay
11.28,4,2,Medium,Fog,Suburban,1.6,0,55.6,Severe Delay
15.66,23,2,Low,Clear,Suburban,2.9,0,13.5,Severe Delay
28.29,11,6,Low,Clear,Suburban,2.9,1,0.0,No Delay
26.41,3,2,Medium,Clear,Urban,4.4,4,46.8,Severe Delay
3.97,14,1,Medium,Clear,Urban,0.7,4,7.4,Moderate Delay
12.39,8,2,Low,Clear,Rural,2.4,3,3.7,Moderate Delay
17.05,6,2,Medium,Clear,Suburban,1.3,3,15.6,Severe Delay
15.59,9,2,Low,Rain,Urban,0.6,4,32.8,Severe Delay
6.62,22,3,High,Snow,Suburban,1.2,2,42.3,Severe Delay
25.91,12,2,High,Clear,Urban,4.9,4,103.0,Severe Delay
20.63,7,1,Low,Clear,Urban,1.5,2,28.4,Severe Delay
25.3,11,4,High,Clear,Suburban,4.7,3,79.3,Severe Delay
25.9,21,3,High,Clear,Urban,1.4,4,104.1,Severe Delay
22.7,23,0,Low,Rain,Urban,4.7,2,26.8,Severe Delay
13.74,18,2,Medium,Clear,Urban,3.4,1,40.7,Severe Delay
18.71,0,6,Medium,Clear,Suburban,1.0,1,17.8,Severe Delay
5.65,15,6,Medium,Rain,Urban,3.1,4,12.2,Severe Delay
20.54,21,4,Low,Fog,Urban,1.9,0,67.4,Severe Delay
6.2,16,4,Low,Clear,Urban,2.2,4,0.0,No Delay
21.12,17,3,Medium,Clear,Urban,2.5,3,63.5,Severe Delay
7.66,10,6,Low,Clear,Urban,2.4,3,0.0,No Delay
4.41,17,0,High,Clear,Urban,3.5,1,26.6,Severe Delay
5.79,6,5,Low,Clear,Urban,4.0,2,2.2,No Delay
1.06,17,6,Medium,Clear,Rural,2.0,1,0.0,No Delay
21.84,7,6,High,Snow,Urban,4.7,2,289.5,Severe Delay
22.24,5,1,Medium,Clear,Urban,4.7,4,39.1,Severe Delay
15.93,6,5,Medium,Clear,Urban,0.7,0,56.2,Severe Delay
5.68,22,4,High,Clear,Urban,0.6,3,23.5,Severe Delay
3.42,21,5,High,Clear,Suburban,2.4,4,10.9,Severe Delay
1.55,9,6,Low,Rain,Urban,3.2,1,4.7,Moderate Delay
5.81,10,4,Medium,Clear,Urban,1.8,4,9.5,Moderate Delay
26.83,12,5,High,Clear,Urban,1.7,0,188.2,Severe Delay
8.0,8,4,Low,Clear,Suburban,3.6,2,3.1,Moderate Delay
11.27,6,4,Low,Clear,Urban,3.2,0,18.3,Severe Delay
4.06,8,3,Low,Clear,Suburban,1.3,1,4.2,Moderate Delay
7.45,12,0,Low,Clear,Urban,4.5,0,12.6,Severe Delay
16.06,2,4,Medium,Clear,Urban,3.6,3,28.0,Severe Delay
18.62,2,1,Medium,Clear,Suburban,2.1,0,49.5,Severe Delay
8.12,0,6,High,Clear,Suburban,3.6,4,23.3,Severe Delay
2.67,20,6,Medium,Rain,Suburban,1.0,2,2.8,No Delay
12.34,19,1,Low,Rain,Urban,2.6,3,31.7,Severe Delay
7.79,1,2,Low,Rain,Suburban,1.3,3,6.0,Moderate Delay
7.37,2,4,High,Fog,Urban,0.7,3,50.4,Severe Delay
28.84,14,4,Low,Clear,Suburban,2.0,1,0.0,No Delay
18.87,23,4,Low,Fog,Suburban,1.2,1,18.3,Severe Delay
17.15,5,5,High,Clear,Urban,3.4,4,69.1,Severe Delay
13.06,12,4,Medium,Clear,Suburban,3.5,2,15.9,Severe Delay
13.44,20,4,Low,Clear,Suburban,1.2,0,11.6,Severe Delay
16.69,0,1,High,Clear,Urban,0.6,4,67.3,Severe Delay
21.2,19,0,High,Snow,Rural,4.1,1,171.8,Severe Delay
21.36,18,0,Low,Clear,Rural,0.5,4,1.2,No Delay
5.98,0,2,High,Clear,Urban,2.0,2,28.9,Severe Delay
15.5,20,1,Low,Clear,Rural,2.7,4,0.0,No Delay
12.95,21,4,Medium,Clear,Urban,4.2,3,23.0,Severe Delay
26.25,1,0,High,Clear,Suburban,4.3,0,141.1,Severe Delay
19.31,14,3,High,Clear,Rural,3.8,1,42.5,Severe Delay
16.44,13,3,Low,Clear,Suburban,1.6,1,0.0,No Delay
4.35,18,3,Low,Fog,Urban,3.7,2,8.6,Moderate Delay
18.56,10,4,Low,Clear,Rural,1.6,2,0.0,No Delay
4.4,14,4,Medium,Clear,Urban,1.5,2,4.6,Moderate Delay
10.78,5,2,Low,Rain,Urban,3.0,1,10.5,Severe Delay
5.14,19,6,Medium,Snow,Urban,3.6,3,33.8,Severe Delay
21.07,8,2,Low,Clear,Rural,0.7,0,30.3,Severe Delay
6.98,4,2,Medium,Clear,Rural,0.8,2,3.2,Moderate Delay
12.36,19,5,Low,Snow,Urban,4.0,1,51.1,Severe Delay
26.97,1,3,High,Clear,Rural,4.4,3,54.8,Severe Delay
6.93,5,4,Low,Clear,Urban,3.2,2,2.3,No Delay
15.73,17,3,Low,Clear,Rural,2.4,2,0.7,No Delay
13.16,22,2,High,Snow,Suburban,4.3,0,148.3,Severe Delay
1.53,18,4,Medium,Snow,Urban,3.8,0,14.8,Severe Delay
23.99,8,1,Low,Fog,Urban,3.1,4,70.7,Severe Delay
3.0,20,0,Low,Clear,Urban,1.9,2,4.6,Moderate Delay
14.75,23,0,Medium,Clear,Urban,1.4,4,20.6,Severe Delay
17.26,5,2,Low,Clear,Suburban,2.4,1,3.0,Moderate Delay
19.22,13,6,Medium,Fog,Urban,1.8,0,115.1,Severe Delay
20.97,23,3,Medium,Snow,Rural,2.0,3,45.9,Severe Delay
8.34,12,1,Low,Clear,Suburban,2.8,2,0.8,No Delay
1.29,10,4,Medium,Rain,Suburban,1.3,2,5.0,Moderate Delay
21.98,11,6,Medium,Clear,Urban,4.1,4,31.9,Severe Delay
16.53,18,3,High,Clear,Rural,1.2,0,105.6,Severe Delay
25.25,18,2,Low,Rain,Suburban,2.7,4,43.8,Severe Delay
24.82,20,3,Medium,Clear,Rural,3.9,2,11.7,Severe Delay
25.46,18,2,Low,Clear,Rural,2.7,0,31.5,Severe Delay
15.07,23,5,Medium,Clear,Urban,2.1,2,23.7,Severe Delay
10.68,12,0,High,Fog,Urban,2.6,0,119.6,Severe Delay
23.96,13,6,Low,Fog,Rural,4.3,2,10.3,Severe Delay
14.09,23,0,High,Snow,Rural,5.0,3,73.6,Severe Delay
6.32,17,3,Medium,Rain,Suburban,3.3,4,23.0,Severe Delay
25.79,11,1,High,Clear,Urban,4.1,0,178.6,Severe Delay
26.59,3,4,Medium,Clear,Suburban,0.6,4,25.2,Severe Delay
14.52,9,2,Low,Snow,Urban,4.5,0,104.7,Severe Delay
3.2,16,4,Low,Clear,Urban,4.8,0,7.2,Moderate Delay
12.25,3,0,Low,Rain,Urban,3.1,0,36.2,Severe Delay
24.3,11,1,Low,Rain,Urban,3.9,2,30.1,Severe Delay
27.15,12,1,Medium,Fog,Urban,2.8,1,89.0,Severe Delay
6.9,3,4,Medium,Clear,Rural,1.8,2,5.2,Moderate Delay
2.94,9,0,High,Clear,Rural,4.3,1,10.5,Severe Delay
26.44,2,4,Medium,Rain,Rural,3.2,2,31.1,Severe Delay
12.29,14,3,Medium,Fog,Rural,3.1,1,19.0,Severe Delay
16.71,1,1,High,Rain,Urban,3.5,0,160.3,Severe Delay
